"Tissue","group","cell_type","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","change","isTissuespecific","isCellTypespecific"
"15599","Blood","old vs mid","Granulocytes cell","KCTD12",5.33e-106,0.8159003,0.6,0.483,8.09e-102,"UP",FALSE,TRUE
"15600","Blood","old vs mid","Granulocytes cell","GPR183",3.82e-104,-0.7435885,0.024,0.246,5.8e-100,"DOWN",FALSE,FALSE
"15601","Blood","old vs mid","Granulocytes cell","C4orf48",8.53e-104,0.9875973,0.516,0.282,1.29e-99,"UP",FALSE,FALSE
"15602","Blood","old vs mid","Granulocytes cell","MPEG1",7.4e-102,0.9204614,0.652,0.409,1.12e-97,"UP",FALSE,FALSE
"15603","Blood","old vs mid","Granulocytes cell","LGALS2",2.72e-99,1.012641,0.616,0.307,4.12e-95,"UP",FALSE,FALSE
"15604","Blood","old vs mid","Granulocytes cell","HLA-DRB1",9.48e-99,-0.7481623,0.657,0.883,1.44e-94,"DOWN",FALSE,FALSE
"15605","Blood","old vs mid","Granulocytes cell","APOE",6.57e-97,-0.7723865,0,0.154,9.97e-93,"DOWN",FALSE,TRUE
"15606","Blood","old vs mid","Granulocytes cell","CEBPD",1.21e-95,0.8629186,0.461,0.315,1.83e-91,"UP",FALSE,FALSE
"15607","Blood","old vs mid","Granulocytes cell","HSPB1",1.49e-94,-1.140675,0.086,0.349,2.26e-90,"DOWN",FALSE,FALSE
"15608","Blood","old vs mid","Granulocytes cell","CTSD",1.33e-91,0.8886703,0.654,0.453,2.02e-87,"UP",FALSE,FALSE
"15609","Blood","old vs mid","Granulocytes cell","CH25H",2.18e-84,-0.8664588,0,0.134,3.31e-80,"DOWN",FALSE,TRUE
"15610","Blood","old vs mid","Granulocytes cell","LRRK2",3.15e-82,0.9788784,0.437,0.219,4.78e-78,"UP",FALSE,FALSE
"15611","Blood","old vs mid","Granulocytes cell","IRF1",6.79e-82,0.9491859,0.472,0.312,1.03e-77,"UP",FALSE,FALSE
"15612","Blood","old vs mid","Granulocytes cell","MT-ND6",2.27e-81,0.9430952,0.303,0.107,3.44e-77,"UP",FALSE,FALSE
"15613","Blood","old vs mid","Granulocytes cell","CXCL16",4.49e-79,-0.7520569,0.083,0.316,6.81e-75,"DOWN",FALSE,FALSE
"15614","Blood","old vs mid","Granulocytes cell","RGS18",1.08e-77,1.087561,0.426,0.223,1.64e-73,"UP",TRUE,FALSE
"15615","Blood","old vs mid","Granulocytes cell","DPYD",5.28e-77,0.8894448,0.381,0.19,8.01e-73,"UP",TRUE,TRUE
"15616","Blood","old vs mid","Granulocytes cell","SKAP2",4.11e-76,0.7575675,0.458,0.328,6.23e-72,"UP",FALSE,TRUE
"15617","Blood","old vs mid","Granulocytes cell","HBB",3.11e-75,0.9051164,0.44,0.219,4.72e-71,"UP",FALSE,FALSE
"15618","Blood","old vs mid","Granulocytes cell","LILRB3",4.39e-75,0.7881125,0.387,0.246,6.66e-71,"UP",TRUE,TRUE
"15619","Blood","old vs mid","Granulocytes cell","LILRB2",4.97e-71,0.7756844,0.369,0.224,7.55e-67,"UP",TRUE,FALSE
"15620","Blood","old vs mid","Granulocytes cell","CD36",2e-70,0.8755534,0.563,0.339,3.04e-66,"UP",FALSE,FALSE
"15621","Blood","old vs mid","Granulocytes cell","PRKCB",7.21e-70,0.7663044,0.498,0.34,1.09e-65,"UP",FALSE,FALSE
"15622","Blood","old vs mid","Granulocytes cell","HBA1",4.24e-69,0.7371269,0.179,0.024,6.43e-65,"UP",FALSE,FALSE
"15623","Blood","old vs mid","Granulocytes cell","MAP3K7CL",4.51e-69,0.9641962,0.236,0.06,6.84e-65,"UP",FALSE,FALSE
"15624","Blood","old vs mid","Granulocytes cell","SHTN1",7.44e-69,0.7850433,0.285,0.14,1.13e-64,"UP",TRUE,TRUE
"15625","Blood","old vs mid","Granulocytes cell","RNASE1",5.89e-64,-1.006975,0,0.103,8.93e-60,"DOWN",FALSE,TRUE
"15626","Blood","old vs mid","Granulocytes cell","HLA-DQA1",8.03e-64,-0.8764358,0.253,0.503,1.22e-59,"DOWN",FALSE,FALSE
"15627","Blood","old vs mid","Granulocytes cell","IFI6",3.27e-63,0.9414174,0.352,0.219,4.97e-59,"UP",FALSE,FALSE
"15628","Blood","old vs mid","Granulocytes cell","HERPUD1",2.16e-61,-0.8133057,0.251,0.502,3.27e-57,"DOWN",FALSE,FALSE
"15629","Blood","old vs mid","Granulocytes cell","TNFAIP2",2.54e-58,0.7510589,0.486,0.324,3.86e-54,"UP",FALSE,FALSE
"15630","Blood","old vs mid","Granulocytes cell","NRGN",1.16e-56,0.9203341,0.362,0.176,1.76e-52,"UP",FALSE,FALSE
"15631","Blood","old vs mid","Granulocytes cell","CYP1B1",2.64e-50,0.8387297,0.361,0.163,4e-46,"UP",FALSE,TRUE
"15632","Blood","old vs mid","Granulocytes cell","CRIP1",3.15e-42,0.7820183,0.366,0.318,4.78e-38,"UP",FALSE,FALSE
"15633","Blood","old vs mid","Granulocytes cell","GNLY",3.74e-36,1.08231,0.15,0.049,5.68e-32,"UP",FALSE,FALSE
"15634","Blood","old vs mid","mDC type 2 cell","MT-CO3",8.04e-38,1.280472,1,0.912,1.22e-33,"UP",FALSE,FALSE
"15635","Blood","old vs mid","mDC type 2 cell","MT-CYB",1.44e-33,1.164746,1,0.879,2.18e-29,"UP",FALSE,FALSE
"15636","Blood","old vs mid","mDC type 2 cell","MT-CO2",2.15e-32,1.158482,1,0.912,3.27e-28,"UP",FALSE,FALSE
"15637","Blood","old vs mid","mDC type 2 cell","EEF1A1",5.15e-32,-0.7412733,1,1,7.82e-28,"DOWN",FALSE,FALSE
"15638","Blood","old vs mid","mDC type 2 cell","MT-ND2",3.03e-29,1.1263,1,0.893,4.59e-25,"UP",FALSE,FALSE
"15639","Blood","old vs mid","mDC type 2 cell","MT-ATP6",7.47e-28,1.011169,1,0.904,1.13e-23,"UP",FALSE,FALSE
"15640","Blood","old vs mid","mDC type 2 cell","LYZ",2.43e-27,1.451307,1,0.852,3.69e-23,"UP",FALSE,FALSE
"15641","Blood","old vs mid","mDC type 2 cell","HLA-B",5.78e-27,1.151878,1,0.899,8.77e-23,"UP",FALSE,FALSE
"15642","Blood","old vs mid","mDC type 2 cell","MT-ND1",9.57e-27,1.020122,1,0.907,1.45e-22,"UP",FALSE,FALSE
"15643","Blood","old vs mid","mDC type 2 cell","MT-CO1",1.42e-26,0.9958622,1,0.929,2.16e-22,"UP",FALSE,FALSE
"15644","Blood","old vs mid","mDC type 2 cell","MT-ND5",1.21e-22,1.155851,0.937,0.732,1.83e-18,"UP",FALSE,FALSE
"15645","Blood","old vs mid","mDC type 2 cell","HLA-DPA1",1.79e-22,-1.208787,0.989,0.989,2.72e-18,"DOWN",FALSE,FALSE
"15646","Blood","old vs mid","mDC type 2 cell","HBA2",4.1e-22,1.283834,0.421,0.036,6.22e-18,"UP",FALSE,FALSE
"15647","Blood","old vs mid","mDC type 2 cell","LGALS2",3.18e-21,1.48554,0.842,0.375,4.83e-17,"UP",FALSE,FALSE
"15648","Blood","old vs mid","mDC type 2 cell","MT-ND4",2.58e-20,0.8232628,1,0.899,3.92e-16,"UP",FALSE,FALSE
"15649","Blood","old vs mid","mDC type 2 cell","MT-ND3",1.02e-19,0.970561,1,0.899,1.55e-15,"UP",FALSE,FALSE
"15650","Blood","old vs mid","mDC type 2 cell","RGS1",1.68e-19,-2.29735,0.032,0.482,2.55e-15,"DOWN",FALSE,FALSE
"15651","Blood","old vs mid","mDC type 2 cell","HBB",1.52e-18,1.224696,0.568,0.159,2.3e-14,"UP",FALSE,FALSE
"15652","Blood","old vs mid","mDC type 2 cell","PTPRC",3.22e-18,1.113752,0.832,0.537,4.88e-14,"UP",FALSE,FALSE
"15653","Blood","old vs mid","mDC type 2 cell","CFP",8.23e-18,1.233752,0.663,0.301,1.25e-13,"UP",TRUE,TRUE
"15654","Blood","old vs mid","mDC type 2 cell","S100A9",1.1e-17,0.7250567,0.768,0.274,1.67e-13,"UP",FALSE,FALSE
"15655","Blood","old vs mid","mDC type 2 cell","FCN1",1.77e-16,1.155177,0.758,0.285,2.68e-12,"UP",FALSE,FALSE
"15656","Blood","old vs mid","mDC type 2 cell","HLA-DPB1",2.49e-15,-1.090149,0.989,0.995,3.78e-11,"DOWN",FALSE,FALSE
"15657","Blood","old vs mid","mDC type 2 cell","JAML",3.6e-15,0.9112389,0.716,0.553,5.47e-11,"UP",FALSE,FALSE
"15658","Blood","old vs mid","mDC type 2 cell","CEBPB",5.95e-15,1.180564,0.432,0.082,9.03e-11,"UP",FALSE,FALSE
"15659","Blood","old vs mid","mDC type 2 cell","CTSS",7.99e-15,1.039558,0.937,0.789,1.21e-10,"UP",FALSE,FALSE
"15660","Blood","old vs mid","mDC type 2 cell","HLA-DQA2",2.12e-14,1.182131,0.737,0.312,3.21e-10,"UP",FALSE,FALSE
"15661","Blood","old vs mid","mDC type 2 cell","HLA-DQA1",4.08e-14,-0.8337344,0.863,0.932,6.19e-10,"DOWN",FALSE,FALSE
"15662","Blood","old vs mid","mDC type 2 cell","TPM3",6.44e-14,0.8630156,0.895,0.652,9.77e-10,"UP",FALSE,TRUE
"15663","Blood","old vs mid","mDC type 2 cell","VSIG4",1.13e-13,-1.182576,0.042,0.414,1.72e-09,"DOWN",FALSE,FALSE
"15664","Blood","old vs mid","mDC type 2 cell","LCP1",2.4e-13,0.9301856,0.705,0.488,3.65e-09,"UP",FALSE,FALSE
"15665","Blood","old vs mid","mDC type 2 cell","CRIP1",2.72e-13,1.378956,0.589,0.345,4.13e-09,"UP",FALSE,FALSE
"15666","Blood","old vs mid","mDC type 2 cell","FGL2",4.97e-13,0.8910597,0.821,0.537,7.53e-09,"UP",FALSE,FALSE
"15667","Blood","old vs mid","mDC type 2 cell","MAP3K8",7.88e-13,-1.065096,0.074,0.447,1.2e-08,"DOWN",FALSE,FALSE
"15668","Blood","old vs mid","mDC type 2 cell","TNFAIP2",1.14e-12,1.094575,0.474,0.145,1.73e-08,"UP",FALSE,FALSE
"15669","Blood","old vs mid","mDC type 2 cell","MT-ND6",1.3e-12,1.066835,0.295,0.044,1.97e-08,"UP",FALSE,FALSE
"15670","Blood","old vs mid","mDC type 2 cell","HERPUD1",1.52e-12,-1.517585,0.442,0.704,2.31e-08,"DOWN",FALSE,FALSE
"15671","Blood","old vs mid","mDC type 2 cell","CXCL16",1.75e-12,-1.230563,0.105,0.488,2.66e-08,"DOWN",FALSE,FALSE
"15672","Blood","old vs mid","mDC type 2 cell","MAP3K7CL",4.18e-12,0.8616536,0.274,0.027,6.34e-08,"UP",FALSE,FALSE
"15673","Blood","old vs mid","mDC type 2 cell","PLEK",4.88e-12,0.906238,0.495,0.266,7.4e-08,"UP",FALSE,FALSE
"15674","Blood","old vs mid","mDC type 2 cell","PTPRE",1.58e-11,0.8309762,0.705,0.49,2.4e-07,"UP",FALSE,TRUE
"15675","Blood","old vs mid","mDC type 2 cell","PAK1",1.76e-11,0.8112712,0.632,0.414,2.67e-07,"UP",FALSE,FALSE
"15676","Blood","old vs mid","mDC type 2 cell","SELL",2.57e-11,0.9680966,0.537,0.211,3.91e-07,"UP",FALSE,FALSE
"15677","Blood","old vs mid","mDC type 2 cell","GNLY",3.87e-11,1.11759,0.221,0.016,5.87e-07,"UP",FALSE,FALSE
"15678","Blood","old vs mid","mDC type 2 cell","LGALS1",7.25e-11,0.8239786,0.958,0.89,1.1e-06,"UP",FALSE,FALSE
"15679","Blood","old vs mid","mDC type 2 cell","PSMB9",7.64e-11,0.8490034,0.674,0.395,1.16e-06,"UP",FALSE,FALSE
"15680","Blood","old vs mid","mDC type 2 cell","ANXA2",8.9e-11,0.8303359,0.821,0.551,1.35e-06,"UP",FALSE,FALSE
"15681","Blood","old vs mid","mDC type 2 cell","GPX4",9.24e-11,-0.7717217,0.642,0.899,1.4e-06,"DOWN",FALSE,FALSE
"15682","Blood","old vs mid","mDC type 2 cell","APAF1",1.2e-10,0.7240942,0.337,0.208,1.82e-06,"UP",TRUE,TRUE
"15683","Blood","old vs mid","mDC type 2 cell","SNX10",1.36e-10,0.8416155,0.516,0.23,2.06e-06,"UP",FALSE,TRUE
"15684","Blood","old vs mid","mDC type 2 cell","FGR",1.41e-10,0.8719058,0.547,0.271,2.14e-06,"UP",FALSE,FALSE
"15685","Blood","old vs mid","mDC type 2 cell","CORO1A",1.8e-10,0.7541344,0.905,0.775,2.73e-06,"UP",FALSE,TRUE
"15686","Blood","old vs mid","mDC type 2 cell","HCST",2.1e-10,-0.7641785,0.474,0.819,3.19e-06,"DOWN",FALSE,FALSE
"15687","Blood","old vs mid","mDC type 2 cell","MTPN",5.09e-10,0.7897794,0.695,0.438,7.72e-06,"UP",FALSE,FALSE
"15688","Blood","old vs mid","mDC type 2 cell","CD52",7.54e-10,0.9680269,0.789,0.57,1.14e-05,"UP",FALSE,FALSE
"15689","Blood","old vs mid","mDC type 2 cell","CEBPD",9.74e-10,0.8496203,0.474,0.304,1.48e-05,"UP",FALSE,FALSE
"15690","Blood","old vs mid","mDC type 2 cell","CLEC7A",1.17e-09,-0.8764874,0.211,0.57,1.77e-05,"DOWN",FALSE,TRUE
"15691","Blood","old vs mid","mDC type 2 cell","PTEN",1.61e-09,0.7115253,0.463,0.17,2.45e-05,"UP",FALSE,TRUE
"15692","Blood","old vs mid","mDC type 2 cell","OSBPL8",3.31e-09,0.7073529,0.537,0.362,5.03e-05,"UP",FALSE,FALSE
"15693","Blood","old vs mid","mDC type 2 cell","RGS10",3.91e-09,-0.776805,0.589,0.858,5.93e-05,"DOWN",FALSE,FALSE
"15694","Blood","old vs mid","mDC type 2 cell","TAGLN2",4.23e-09,0.8310757,0.726,0.501,6.42e-05,"UP",FALSE,FALSE
"15695","Blood","old vs mid","mDC type 2 cell","HSPB1",6.59e-09,-1.055282,0.168,0.499,0.000100041,"DOWN",FALSE,FALSE
"15696","Blood","old vs mid","mDC type 2 cell","NRGN",9.28e-09,1.079413,0.337,0.085,0.000140718,"UP",FALSE,FALSE
"15697","Blood","old vs mid","mDC type 2 cell","PRKCB",9.35e-09,0.7310108,0.474,0.268,0.000141852,"UP",FALSE,FALSE
"15698","Blood","old vs mid","mDC type 2 cell","ITGB2",9.44e-09,0.7679373,0.789,0.542,0.000143288,"UP",FALSE,FALSE
"15699","Blood","old vs mid","mDC type 2 cell","CASP1",1.55e-08,0.7157346,0.547,0.375,0.000234893,"UP",FALSE,FALSE
"15700","Blood","old vs mid","mDC type 2 cell","VCAN",2.69e-08,1.126051,0.558,0.268,0.000408506,"UP",FALSE,FALSE
"15701","Blood","old vs mid","mDC type 2 cell","MSR1",2.73e-08,-0.7444612,0.032,0.277,0.000413992,"DOWN",FALSE,FALSE
"15702","Blood","old vs mid","mDC type 2 cell","NR4A2",4.53e-08,-0.7699608,0.084,0.367,0.000687902,"DOWN",FALSE,FALSE
"15703","Blood","old vs mid","mDC type 2 cell","LRRK2",5.8e-08,0.7446511,0.274,0.104,0.000880102,"UP",FALSE,FALSE
"15704","Blood","old vs mid","mDC type 2 cell","DPYSL2",7.18e-08,0.7080927,0.568,0.332,0.001088933,"UP",FALSE,FALSE
"15705","Blood","old vs mid","mDC type 2 cell","C4orf48",7.71e-08,0.7229182,0.411,0.263,0.001169353,"UP",FALSE,FALSE
"15706","Blood","old vs mid","mDC type 2 cell","MPEG1",1.01e-07,0.8164555,0.579,0.373,0.001526176,"UP",FALSE,FALSE
"15707","Blood","old vs mid","mDC type 2 cell","CD44",1.14e-07,0.7835197,0.747,0.553,0.00173105,"UP",FALSE,TRUE
"15708","Blood","old vs mid","mDC type 2 cell","IRF1",1.33e-07,0.9828646,0.358,0.132,0.002020697,"UP",FALSE,FALSE
"15709","Blood","old vs mid","mDC type 2 cell","VMO1",1.66e-07,-0.8435167,0.032,0.255,0.002512967,"DOWN",FALSE,FALSE
"15710","Blood","old vs mid","mDC type 2 cell","DDIT4",1.75e-07,-0.7860271,0.126,0.414,0.002653543,"DOWN",FALSE,FALSE
"15711","Blood","old vs mid","mDC type 2 cell","CLEC10A",2.05e-07,-0.850268,0.484,0.726,0.003105116,"DOWN",FALSE,TRUE
"15712","Blood","old vs mid","mDC type 2 cell","FOS",2.12e-07,0.796695,0.905,0.726,0.003219264,"UP",FALSE,FALSE
"15713","Blood","old vs mid","mDC type 2 cell","IGSF6",2.81e-07,0.7315357,0.642,0.416,0.004266194,"UP",FALSE,FALSE
"15714","Blood","old vs mid","mDC type 2 cell","SGK1",4.11e-07,-0.8526349,0.105,0.375,0.006229471,"DOWN",FALSE,TRUE
"15715","Blood","old vs mid","mDC type 2 cell","C1QB",5.26e-07,-1.723846,0,0.145,0.007984011,"DOWN",FALSE,FALSE
"15716","Blood","old vs mid","mDC type 2 cell","CYBB",5.97e-07,1.001178,0.526,0.304,0.00905637,"UP",FALSE,FALSE
"15717","Blood","old vs mid","mDC type 2 cell","ALOX5AP",7.9e-07,-0.794888,0.221,0.515,0.01198167,"DOWN",FALSE,FALSE
"15718","Blood","old vs mid","mDC type 2 cell","FCGR2A",9.04e-07,-0.7116063,0.221,0.515,0.01372086,"DOWN",FALSE,TRUE
"15719","Blood","old vs mid","mDC type 2 cell","C1QC",9.07e-07,-1.535886,0,0.14,0.01376189,"DOWN",FALSE,FALSE
"15720","Blood","old vs mid","mDC type 2 cell","YBX3",1.2e-06,0.8008628,0.274,0.126,0.01821842,"UP",FALSE,FALSE
"15721","Blood","old vs mid","mDC type 2 cell","CXCR4",5.58e-06,-0.897953,0.295,0.556,0.08461644,"DOWN",FALSE,FALSE
"15722","Blood","old vs mid","mDC type 2 cell","CD36",1.77e-05,0.7558887,0.337,0.132,0.2683939,"UP",FALSE,FALSE
"15723","Blood","old vs mid","mDC type 2 cell","C1QA",6.93e-05,-1.4975,0.011,0.145,1,"DOWN",FALSE,FALSE
"15724","Blood","old vs mid","mDC type 2 cell","APOC1",0.000709586,-0.8258392,0.032,0.162,1,"DOWN",FALSE,FALSE
"15725","Blood","old vs mid","mDC type 2 cell","NKG7",0.004421575,0.7088646,0.189,0.096,1,"UP",FALSE,FALSE
"15726","Blood","old vs mid","megakaryocytes cell","MT-CO1",8.31e-10,0.788456,0.994,0.978,1.26e-05,"UP",FALSE,FALSE
"15727","Blood","old vs mid","megakaryocytes cell","AAK1",6.79e-08,1.145777,0.565,0.308,0.001030488,"UP",FALSE,FALSE
"15728","Blood","old vs mid","megakaryocytes cell","CXCR4",5.7e-07,-1.314716,0.19,0.462,0.008651779,"DOWN",FALSE,FALSE
"15729","Blood","old vs mid","megakaryocytes cell","HBA2",8.87e-06,1.036163,0.357,0.099,0.1344952,"UP",FALSE,FALSE
"15730","Blood","old vs mid","megakaryocytes cell","TYROBP",3.52e-05,1.366629,0.268,0.055,0.5344498,"UP",FALSE,FALSE
"15731","Blood","old vs mid","megakaryocytes cell","MT-ND5",5.16e-05,0.7106302,0.696,0.626,0.7835791,"UP",FALSE,FALSE
"15732","Blood","old vs mid","megakaryocytes cell","CD69",5.5e-05,-0.9089748,0.095,0.319,0.8336678,"DOWN",FALSE,FALSE
"15733","Blood","old vs mid","megakaryocytes cell","MBP",0.000100788,0.9537609,0.387,0.209,1,"UP",FALSE,FALSE
"15734","Blood","old vs mid","megakaryocytes cell","PRF1",0.000141167,1.426929,0.321,0.143,1,"UP",FALSE,FALSE
"15735","Blood","old vs mid","megakaryocytes cell","FCGR3A",0.000170099,1.187125,0.173,0.022,1,"UP",FALSE,FALSE
"15736","Blood","old vs mid","megakaryocytes cell","TES",0.00037523,0.8580166,0.22,0.066,1,"UP",FALSE,FALSE
"15737","Blood","old vs mid","megakaryocytes cell","KLRB1",0.000536453,1.30831,0.387,0.187,1,"UP",FALSE,FALSE
"15738","Blood","old vs mid","megakaryocytes cell","NKG7",0.000576841,0.9327419,0.476,0.363,1,"UP",FALSE,FALSE
"15739","Blood","old vs mid","megakaryocytes cell","FGFBP2",0.000623245,1.316415,0.339,0.154,1,"UP",FALSE,FALSE
"15740","Blood","old vs mid","megakaryocytes cell","MYO1F",0.000814812,0.9866229,0.393,0.22,1,"UP",FALSE,FALSE
"15741","Blood","old vs mid","megakaryocytes cell","AKAP13",0.000975843,0.8417475,0.339,0.187,1,"UP",FALSE,FALSE
"15742","Blood","old vs mid","megakaryocytes cell","S100B",0.000993169,1.237403,0.107,0.011,1,"UP",FALSE,FALSE
"15743","Blood","old vs mid","megakaryocytes cell","LCP1",0.001264529,0.7772718,0.357,0.187,1,"UP",FALSE,FALSE
"15744","Blood","old vs mid","megakaryocytes cell","ARRDC3",0.001357376,0.7487495,0.149,0.044,1,"UP",FALSE,TRUE
"15745","Blood","old vs mid","megakaryocytes cell","HBB",0.001600419,0.8023394,0.411,0.22,1,"UP",FALSE,FALSE
"15746","Blood","old vs mid","megakaryocytes cell","JUNB",0.001660613,-0.7484644,0.226,0.44,1,"DOWN",FALSE,FALSE
"15747","Blood","old vs mid","megakaryocytes cell","ATM",0.001855212,0.7220145,0.417,0.297,1,"UP",FALSE,FALSE
"15748","Blood","old vs mid","megakaryocytes cell","TYMP",0.001892399,0.8658859,0.161,0.033,1,"UP",FALSE,FALSE
"15749","Blood","old vs mid","megakaryocytes cell","SPN",0.003041993,0.789238,0.262,0.099,1,"UP",TRUE,FALSE
"15750","Blood","old vs mid","megakaryocytes cell","GNLY",0.003064367,0.8165714,0.423,0.231,1,"UP",FALSE,FALSE
"15751","Blood","old vs mid","megakaryocytes cell","HOPX",0.00350248,1.229491,0.25,0.11,1,"UP",FALSE,FALSE
"15752","Blood","old vs mid","megakaryocytes cell","SPON2",0.003541412,0.8368282,0.161,0.033,1,"UP",FALSE,FALSE
"15753","Blood","old vs mid","megakaryocytes cell","CEP78",0.003728296,0.8525368,0.149,0.033,1,"UP",TRUE,FALSE
"15754","Blood","old vs mid","megakaryocytes cell","ID2",0.00534626,0.9157095,0.345,0.22,1,"UP",FALSE,FALSE
"15755","Blood","old vs mid","megakaryocytes cell","LGALS1",0.006028256,1.012808,0.375,0.22,1,"UP",FALSE,FALSE
"15756","Blood","old vs mid","megakaryocytes cell","CEBPB",0.006137493,0.7077931,0.131,0.022,1,"UP",FALSE,FALSE
"15757","Blood","old vs mid","megakaryocytes cell","HACD4",0.007770282,-0.7187555,0.119,0.275,1,"DOWN",TRUE,TRUE
"15758","Blood","old vs mid","megakaryocytes cell","MARCH2",0.008839462,0.8509091,0.333,0.165,1,"UP",TRUE,TRUE
"15759","Blood","old vs mid","megakaryocytes cell","FCER1G",0.01395181,0.7228836,0.238,0.176,1,"UP",FALSE,FALSE
"15760","Blood","old vs mid","megakaryocytes cell","TAGLN2",0.01833166,-0.7620752,0.643,0.802,1,"DOWN",FALSE,FALSE
"15761","Blood","old vs mid","megakaryocytes cell","PDE5A",0.019172,0.7548836,0.125,0.055,1,"UP",FALSE,TRUE
"15762","Blood","old vs mid","megakaryocytes cell","CTSD",0.03155567,0.7689949,0.196,0.121,1,"UP",FALSE,FALSE
"15763","Blood","old vs mid","naive B cell","HLA-DRB5",1.31e-101,1.441862,0.755,0.358,1.99e-97,"UP",FALSE,FALSE
"15764","Blood","old vs mid","naive B cell","HLA-DQA2",7.1e-101,1.750836,0.546,0.133,1.08e-96,"UP",FALSE,FALSE
"15765","Blood","old vs mid","naive B cell","HBA2",1.58e-58,1.310755,0.33,0.09,2.4e-54,"UP",FALSE,FALSE
"15766","Blood","old vs mid","naive B cell","HBB",2.46e-46,1.044915,0.419,0.221,3.74e-42,"UP",FALSE,FALSE
"15767","Blood","old vs mid","naive B cell","MT-ND5",1.22e-43,0.6255197,0.712,0.682,1.85e-39,"UP",FALSE,FALSE
"15768","Blood","old vs mid","naive B cell","GPR183",6.64e-41,-0.8147268,0.098,0.33,1.01e-36,"DOWN",FALSE,FALSE
"15769","Blood","old vs mid","naive B cell","NCF1",9.24e-39,0.553506,0.443,0.429,1.4e-34,"UP",FALSE,FALSE
"15770","Blood","old vs mid","naive B cell","HERPUD1",1.04e-36,-0.6383776,0.179,0.419,1.58e-32,"DOWN",FALSE,FALSE
"15771","Blood","old vs mid","naive B cell","MTPN",1.25e-36,0.6512622,0.44,0.357,1.89e-32,"UP",FALSE,FALSE
"15772","Blood","old vs mid","naive B cell","MARCH1",5.13e-36,0.7126835,0.501,0.397,7.78e-32,"UP",FALSE,FALSE
"15773","Blood","old vs mid","naive B cell","RALGPS2",3.26e-34,0.6414789,0.408,0.35,4.94e-30,"UP",FALSE,FALSE
"15774","Blood","old vs mid","naive B cell","ARHGAP24",9.72e-34,-0.5491843,0.139,0.346,1.47e-29,"DOWN",FALSE,TRUE
"15775","Blood","old vs mid","naive B cell","FAM129C",8.16e-33,0.6042753,0.296,0.24,1.24e-28,"UP",FALSE,TRUE
"15776","Blood","old vs mid","naive B cell","RCSD1",1.95e-32,0.5934935,0.419,0.384,2.95e-28,"UP",FALSE,FALSE
"15777","Blood","old vs mid","naive B cell","CD22",5.81e-29,0.6973784,0.414,0.314,8.82e-25,"UP",FALSE,TRUE
"15778","Blood","old vs mid","naive B cell","CD69",6.24e-26,-0.8018868,0.087,0.257,9.47e-22,"DOWN",FALSE,FALSE
"15779","Blood","old vs mid","naive B cell","MS4A1",1.54e-25,0.5428118,0.839,0.712,2.34e-21,"UP",FALSE,FALSE
"15780","Blood","old vs mid","naive B cell","STRBP",2.59e-25,0.7318382,0.25,0.14,3.92e-21,"UP",FALSE,TRUE
"15781","Blood","old vs mid","naive B cell","AFF3",5.94e-25,0.7008385,0.239,0.136,9.02e-21,"UP",FALSE,TRUE
"15782","Blood","old vs mid","naive B cell","IL4R",2.09e-24,0.8982403,0.334,0.192,3.17e-20,"UP",TRUE,TRUE
"15783","Blood","old vs mid","naive B cell","S100A4",3.76e-24,-0.6216736,0.26,0.475,5.71e-20,"DOWN",FALSE,FALSE
"15784","Blood","old vs mid","naive B cell","YBX3",4.71e-24,0.882815,0.204,0.082,7.14e-20,"UP",FALSE,FALSE
"15785","Blood","old vs mid","naive B cell","TSPAN13",2.3e-23,0.6229368,0.222,0.151,3.49e-19,"UP",FALSE,FALSE
"15786","Blood","old vs mid","naive B cell","PLEKHA2",4.68e-23,0.6090488,0.235,0.16,7.1e-19,"UP",FALSE,TRUE
"15787","Blood","old vs mid","naive B cell","CD27",7.85e-23,-0.5512702,0.099,0.26,1.19e-18,"DOWN",FALSE,FALSE
"15788","Blood","old vs mid","naive B cell","HVCN1",4.27e-22,0.6052774,0.491,0.393,6.47e-18,"UP",FALSE,FALSE
"15789","Blood","old vs mid","naive B cell","CXCR4",4.36e-22,-0.6994061,0.535,0.734,6.62e-18,"DOWN",FALSE,FALSE
"15790","Blood","old vs mid","naive B cell","LYL1",6.59e-20,0.6240196,0.18,0.092,1e-15,"UP",FALSE,FALSE
"15791","Blood","old vs mid","naive B cell","ETS1",8.8e-20,0.6559175,0.238,0.141,1.33e-15,"UP",FALSE,FALSE
